frame,time,cx,cy,w,h,area,mean_r,mean_g,mean_b
135,38.4711,288.5,86.5,6,2,12,171.8,114.1,250.8
135,38.4711,65.5,146.5,4,2,8,178.0,113.5,248.0
135,38.4711,64.71,155.97,21,12,133,150.9,109.9,129.1
135,38.4711,58.94,164.94,10,8,36,174.7,115.0,247.4
135,38.4711,102.55,162.73,2,6,11,175.9,114.5,252.5
135,38.4711,70.43,163.71,2,4,7,170.6,116.0,251.0
135,38.4711,290.7,163.3,12,4,40,175.7,114.1,248.7
135,38.4711,308.4,168.1,20,5,48,156.2,198.4,244.2
135,38.4711,73.57,177.0,4,14,35,174.1,114.9,249.4
135,38.4711,280.07,174.13,6,4,15,142.7,134.8,247.2
135,38.4711,305.14,186.16,20,8,44,116.9,134.6,236.1
135,38.4711,152.82,190.98,30,11,196,171.4,219.8,245.4
135,38.4711,133.18,187.0,4,4,11,179.2,114.7,245.4
135,38.4711,135.7,190.6,8,2,10,146.0,143.0,234.8
135,38.4711,125.64,194.39,10,8,28,121.8,140.9,239.2
135,38.4711,170.67,193.83,2,4,6,115.7,142.7,236.0
135,38.4711,168.5,199.5,2,4,8,109.9,144.9,240.9
135,38.4711,159.78,202.48,15,2,27,106.1,132.6,221.9
135,38.4711,190.15,204.77,10,2,13,141.7,146.2,225.1
135,38.4711,141.94,206.87,34,4,68,146.6,147.6,210.0
135,38.4711,312.53,206.83,14,4,30,151.4,146.8,208.4
135,38.4711,0.64,227.18,3,5,11,74.0,124.3,116.9
135,38.4711,287.71,226.59,8,4,17,77.7,125.3,160.7
135,38.4711,294.09,227.45,4,5,11,78.1,133.2,142.2
135,38.4711,314.47,228.24,8,3,17,60.8,118.6,95.5
135,38.4711,128.0,228.5,5,2,8,49.8,125.1,76.8
136,38.5045,87.5,86.5,4,2,8,173.0,116.0,250.0
136,38.5045,103.5,86.5,4,2,8,173.8,116.8,250.8
136,38.5045,183.5,86.5,4,2,8,172.0,115.5,246.0
136,38.5045,210.5,86.5,38,2,76,172.1,115.2,249.3
136,38.5045,273.5,86.5,4,2,8,171.2,114.2,254.1
136,38.5045,280.5,86.5,6,2,12,164.0,116.3,252.0
136,38.5045,288.5,86.5,6,2,12,171.8,114.1,250.8
136,38.5045,102.33,145.03,17,23,93,125.8,34.4,154.2
136,38.5045,72.5,149.5,2,8,16,169.5,115.5,250.8
136,38.5045,294.7,163.3,12,4,40,175.8,114.2,248.8
136,38.5045,311.68,168.2,18,5,44,156.8,201.2,244.4
136,38.5045,284.31,174.19,7,4,16,140.9,135.8,246.9
136,38.5045,308.91,186.12,19,8,43,117.1,134.2,235.9
136,38.5045,157.81,190.92,31,11,200,171.5,218.2,245.7
136,38.5045,137.18,187.0,4,4,11,179.2,114.7,245.4
136,38.5045,136.12,191.58,15,4,24,133.2,142.5,237.6
136,38.5045,67.5,193.5,8,4,32,180.2,114.3,248.2
136,38.5045,128.62,196.69,3,6,13,122.2,139.1,236.9
136,38.5045,174.17,198.33,4,8,18,117.4,141.6,239.2
136,38.5045,250.5,200.5,6,2,12,172.5,115.5,252.5
136,38.5045,164.04,202.46,14,2,26,105.8,132.4,222.4
136,38.5045,192.5,205.0,6,1,6,144.7,147.3,227.3
136,38.5045,315.49,226.56,9,7,43,117.2,145.5,175.9
136,38.5045,219.71,225.57,2,5,7,87.9,120.6,143.3
136,38.5045,150.17,227.33,6,4,12,97.7,136.4,149.1
136,38.5045,216.83,228.17,3,3,6,72.5,141.2,117.8
136,38.5045,133.0,228.5,5,2,8,51.0,124.1,79.4
137,38.5379,95.19,87.14,4,15,21,186.1,127.7,253.4
137,38.5379,23.5,86.5,4,2,8,175.0,116.5,246.0
137,38.5379,217.5,86.5,32,2,64,180.6,112.6,251.4
137,38.5379,265.5,86.5,4,2,8,175.0,116.0,247.0
137,38.5379,279.5,86.5,4,2,8,158.0,120.5,248.0
137,38.5379,92.11,136.67,6,2,9,175.7,114.9,247.9
137,38.5379,99.02,153.73,26,31,422,182.9,115.6,203.6
137,38.5379,82.33,145.56,3,4,9,175.1,115.6,239.4
137,38.5379,56.5,153.5,2,4,8,184.0,113.0,245.0
137,38.5379,113.0,160.0,1,7,7,185.9,123.6,247.1
137,38.5379,290.9,162.4,6,2,10,174.3,114.5,246.5
137,38.5379,308.71,162.14,6,2,7,132.1,142.3,233.1
137,38.5379,296.88,164.71,13,2,17,149.9,163.7,241.7
137,38.5379,315.5,165.5,8,2,16,165.5,216.1,255.0
137,38.5379,283.43,167.5,4,4,14,114.9,139.5,244.0
137,38.5379,55.78,168.44,5,2,9,166.8,112.4,247.0
137,38.5379,289.17,170.67,4,2,6,123.5,140.8,229.2
137,38.5379,294.5,172.5,4,2,6,138.8,143.2,242.7
137,38.5379,308.0,173.0,7,1,7,112.7,146.0,225.9
137,38.5379,166.52,177.29,18,4,58,175.7,115.6,246.3
137,38.5379,311.17,176.33,4,2,6,123.8,138.8,229.5
137,38.5379,306.2,179.53,6,5,15,130.8,140.9,246.4
137,38.5379,164.11,187.2,27,10,171,174.1,217.5,240.1
137,38.5379,311.27,182.53,8,2,15,113.9,134.9,231.1
137,38.5379,317.5,184.5,4,2,8,111.6,138.6,232.6
137,38.5379,180.9,186.4,6,2,10,138.1,129.5,242.9
137,38.5379,74.0,190.5,3,2,6,183.2,109.8,251.8
137,38.5379,179.5,193.86,4,8,14,104.7,138.1,228.4
137,38.5379,243.5,194.5,4,6,24,173.0,116.0,245.0
137,38.5379,154.5,198.5,10,2,20,111.4,138.2,220.0
137,38.5379,168.82,200.64,16,6,50,117.0,139.8,222.2
137,38.5379,191.38,200.38,5,2,8,119.5,143.1,227.8
137,38.5379,213.75,202.25,12,2,16,118.7,148.3,223.6
137,38.5379,302.38,204.32,32,2,47,143.1,148.4,202.1
137,38.5379,92.19,224.94,5,5,16,75.0,129.1,140.0
137,38.5379,138.08,225.68,8,6,25,57.4,133.7,88.3
138,38.5712,95.19,87.14,4,15,21,186.1,127.7,253.4
138,38.5712,23.5,86.5,4,2,8,175.0,116.5,246.0
138,38.5712,217.5,86.5,32,2,64,180.6,112.6,251.4
138,38.5712,265.5,86.5,4,2,8,175.0,116.0,247.0
138,38.5712,279.5,86.5,4,2,8,158.0,120.5,248.0
138,38.5712,102.69,152.42,19,36,423,205.8,155.9,223.6
138,38.5712,91.96,155.2,10,27,92,130.1,47.0,174.0
138,38.5712,309.67,160.33,7,2,9,138.2,150.4,238.4
138,38.5712,300.81,162.69,11,2,16,148.1,170.1,243.2
138,38.5712,317.45,162.91,4,3,11,159.7,205.4,249.3
138,38.5712,287.56,165.62,5,4,16,120.4,138.5,244.1
138,38.5712,312.21,170.71,10,2,14,120.9,144.7,227.1
138,38.5712,312.77,178.97,12,6,31,127.1,136.5,238.9
138,38.5712,170.07,185.04,29,10,182,174.0,216.9,243.0
138,38.5712,186.5,184.5,4,2,6,122.7,136.7,241.8
138,38.5712,64.43,189.71,2,4,7,177.1,111.1,247.0
138,38.5712,185.19,192.12,5,7,16,111.4,139.6,232.6
138,38.5712,137.91,192.73,4,4,11,152.6,130.3,246.1
138,38.5712,160.5,196.5,10,2,20,114.5,137.7,222.7
138,38.5712,175.02,198.89,14,6,44,122.5,141.3,223.6
138,38.5712,198.9,198.4,6,2,10,123.3,144.3,230.5
138,38.5712,218.17,200.17,10,2,12,116.5,148.8,222.5
138,38.5712,227.17,200.67,4,2,6,129.7,147.7,226.3
138,38.5712,249.44,202.11,14,3,18,147.0,148.6,206.4
138,38.5712,285.0,202.75,6,2,8,149.8,153.2,203.8
138,38.5712,306.81,202.38,31,3,48,144.5,148.7,203.8
138,38.5712,3.34,222.03,7,6,29,74.3,143.0,113.9
138,38.5712,38.62,224.62,5,2,8,60.6,140.6,91.4
139,38.6046,95.19,87.14,4,15,21,186.1,127.7,253.4
139,38.6046,23.5,86.5,4,2,8,175.0,116.5,246.0
139,38.6046,217.5,86.5,32,2,64,180.6,112.6,251.4
139,38.6046,265.5,86.5,4,2,8,175.0,116.0,247.0
139,38.6046,279.5,86.5,4,2,8,158.0,120.5,248.0
139,38.6046,103.64,156.28,17,41,365,229.8,188.1,241.9
139,38.6046,112.89,153.62,13,28,112,139.2,55.4,176.0
139,38.6046,62.5,143.5,2,4,8,175.1,114.6,246.1
139,38.6046,94.29,156.55,9,28,93,125.7,37.1,158.5
139,38.6046,75.06,151.75,10,16,128,170.1,116.1,248.7
139,38.6046,317.71,158.57,4,2,7,162.1,147.3,250.3
139,38.6046,304.52,160.7,14,3,23,149.2,173.0,246.9
139,38.6046,292.21,163.29,6,5,14,125.3,139.7,245.4
139,38.6046,69.0,163.27,4,4,11,174.1,116.4,247.5
139,38.6046,304.5,168.5,4,2,6,136.2,141.3,239.8
139,38.6046,316.08,168.62,8,2,13,128.5,142.3,228.9
139,38.6046,315.18,175.47,5,5,17,138.0,139.6,247.5
139,38.6046,71.49,179.86,9,6,37,167.9,118.6,246.6
139,38.6046,176.38,182.95,28,10,172,174.0,218.7,241.6
139,38.6046,161.43,182.71,5,2,7,156.7,153.0,230.7
139,38.6046,192.67,185.17,2,4,6,130.5,133.5,232.8
139,38.6046,190.6,190.9,2,6,10,98.8,141.4,230.6
139,38.6046,145.14,190.43,4,3,7,132.7,136.7,246.9
139,38.6046,106.5,190.5,10,2,20,172.0,115.4,246.2
139,38.6046,71.83,195.83,4,4,12,166.0,123.7,248.7
139,38.6046,167.5,194.5,8,2,16,115.8,135.1,218.8
139,38.6046,181.69,195.04,12,4,26,112.5,139.8,229.5
139,38.6046,196.09,196.09,10,2,11,130.8,148.1,233.8
139,38.6046,182.53,198.53,14,2,15,132.6,146.7,221.1
139,38.6046,221.5,198.4,12,2,20,128.4,146.6,225.4
139,38.6046,143.76,200.49,35,2,67,149.6,148.0,204.8
139,38.6046,170.5,200.0,6,1,6,136.7,149.0,215.7
139,38.6046,6.83,202.33,16,2,24,147.4,150.4,203.4
139,38.6046,36.26,202.52,14,2,27,142.5,147.5,204.6
139,38.6046,58.9,202.6,6,2,10,138.9,145.9,185.9
139,38.6046,119.5,202.46,14,2,26,148.2,150.5,202.3
139,38.6046,304.74,202.09,32,2,35,144.8,148.9,202.9
139,38.6046,265.08,219.92,11,9,52,78.7,130.9,117.5
139,38.6046,6.24,220.79,8,6,29,65.3,143.8,95.7
139,38.6046,315.55,219.62,10,6,29,80.8,136.3,149.7
139,38.6046,101.2,220.8,5,5,15,73.8,130.9,139.1
139,38.6046,150.07,221.15,7,6,27,70.5,133.4,98.6
139,38.6046,249.93,220.74,10,5,27,63.0,138.0,88.4
139,38.6046,158.27,221.91,4,5,11,64.7,140.0,92.0
139,38.6046,145.5,226.17,4,3,6,49.2,142.3,49.3
139,38.6046,263.5,229.0,8,1,8,57.4,131.9,42.6
140,38.638,95.19,87.14,4,15,21,186.1,127.7,253.4
140,38.638,23.5,86.5,4,2,8,175.0,116.5,246.0
140,38.638,217.5,86.5,32,2,64,180.6,112.6,251.4
140,38.638,265.5,86.5,4,2,8,175.0,116.0,247.0
140,38.638,279.5,86.5,4,2,8,158.0,120.5,248.0
140,38.638,41.48,135.67,10,6,27,170.3,116.1,243.1
140,38.638,46.5,144.5,2,6,12,174.6,115.6,251.9
140,38.638,308.06,160.71,13,2,17,151.8,165.9,245.9
140,38.638,299.83,163.83,4,4,12,110.8,138.2,239.8
140,38.638,53.83,165.83,4,4,12,177.3,112.3,252.7
140,38.638,317.83,168.67,4,2,6,127.5,143.8,228.5
140,38.638,183.97,183.01,29,10,183,173.5,218.4,243.8
140,38.638,99.5,182.5,8,2,16,172.4,114.6,254.0
140,38.638,201.0,182.5,3,2,6,130.7,134.3,243.3
140,38.638,158.9,184.4,6,2,10,130.2,136.4,231.0
140,38.638,58.67,187.83,2,4,6,188.5,116.2,248.2
140,38.638,154.62,188.92,5,6,13,126.1,139.7,241.8
140,38.638,199.88,190.25,4,7,16,117.2,137.3,230.7
140,38.638,170.5,192.5,6,2,12,97.3,148.3,232.0
140,38.638,192.38,194.54,8,3,13,107.2,140.5,228.1
140,38.638,179.05,194.62,13,2,21,121.9,140.8,233.0
140,38.638,215.43,196.29,5,2,7,122.6,143.3,229.4
140,38.638,179.95,200.05,8,4,19,139.1,147.6,211.0
140,38.638,229.5,198.4,12,2,20,128.8,143.9,226.3
140,38.638,143.25,200.51,33,2,65,146.9,147.6,203.7
140,38.638,6.83,202.33,16,2,24,147.4,150.4,203.4
140,38.638,119.22,202.44,15,2,27,148.1,150.4,202.1
140,38.638,18.5,216.92,6,3,12,106.2,145.2,136.8
140,38.638,1.79,220.74,7,7,19,62.6,134.7,114.3
140,38.638,306.83,220.25,25,6,100,75.3,131.4,138.1
140,38.638,180.0,225.0,6,6,20,20.5,119.9,21.9
140,38.638,241.0,222.5,3,2,6,33.7,134.0,68.3
140,38.638,9.0,223.0,7,1,7,58.9,143.1,97.0
140,38.638,264.98,228.07,17,4,44,74.6,128.9,65.0
141,38.6713,95.19,87.14,4,15,21,186.1,127.7,253.4
141,38.6713,23.5,86.5,4,2,8,175.0,116.5,246.0
141,38.6713,217.5,86.5,32,2,64,180.6,112.6,251.4
141,38.6713,265.5,86.5,4,2,8,175.0,116.0,247.0
141,38.6713,279.5,86.5,4,2,8,158.0,120.5,248.0
141,38.6713,31.93,134.43,8,2,14,171.8,114.4,253.6
141,38.6713,38.5,139.5,2,4,8,171.0,117.0,251.5
141,38.6713,41.17,143.17,4,4,12,173.7,114.0,251.3
141,38.6713,92.36,163.64,4,7,11,187.1,126.6,249.1
141,38.6713,313.17,160.33,4,2,6,123.3,145.0,234.7
141,38.6713,305.43,163.21,5,4,14,118.9,141.5,242.3
141,38.6713,315.57,168.71,5,2,7,112.9,137.6,229.7
141,38.6713,53.66,179.0,4,10,35,188.1,110.9,252.1
141,38.6713,192.33,182.99,28,10,173,174.0,219.0,241.7
141,38.6713,177.83,182.67,4,2,6,156.7,152.7,231.3
141,38.6713,207.92,189.04,4,10,26,122.3,133.5,234.3
141,38.6713,162.11,190.78,3,5,9,138.9,133.6,245.7
141,38.6713,183.5,194.5,8,2,16,114.2,136.2,219.2
141,38.6713,196.86,194.9,14,3,29,113.4,139.8,229.3
141,38.6713,214.5,196.0,10,1,10,129.6,148.6,233.8
141,38.6713,197.53,198.63,16,2,19,135.4,146.6,221.2
141,38.6713,239.15,198.31,9,2,13,119.2,148.5,223.9
141,38.6713,180.18,200.18,10,2,11,145.5,148.7,205.5
141,38.6713,5.3,202.3,14,2,20,147.7,150.5,203.3
141,38.6713,39.83,202.33,4,2,6,147.0,149.0,209.3
141,38.6713,39.22,214.33,7,2,9,125.0,156.9,173.8
141,38.6713,17.55,220.67,21,6,69,62.7,139.9,114.3
141,38.6713,174.57,221.14,2,5,7,89.0,140.3,117.9
141,38.6713,250.67,221.89,4,3,9,34.3,138.1,75.9
141,38.6713,274.45,228.28,19,3,40,73.6,130.0,65.0
142,38.7047,95.19,87.14,4,15,21,186.1,127.7,253.4
142,38.7047,23.5,86.5,4,2,8,175.0,116.5,246.0
142,38.7047,217.5,86.5,32,2,64,180.6,112.6,251.4
142,38.7047,265.5,86.5,4,2,8,175.0,116.0,247.0
142,38.7047,279.5,86.5,4,2,8,158.0,120.5,248.0
142,38.7047,31.93,134.43,8,2,14,171.9,114.8,253.6
142,38.7047,38.5,139.5,2,4,8,170.9,116.9,248.9
142,38.7047,307.83,163.78,6,5,18,141.2,138.0,246.6
142,38.7047,314.0,166.67,6,2,9,126.4,134.0,229.0
142,38.7047,195.79,182.96,30,10,191,172.6,214.7,243.2
142,38.7047,213.0,182.5,3,2,6,130.7,134.3,243.3
142,38.7047,172.14,184.29,5,2,7,129.6,137.6,229.9
142,38.7047,165.86,189.36,4,6,14,137.0,136.1,245.4
142,38.7047,211.43,189.93,4,7,14,106.6,140.3,230.6
142,38.7047,195.4,194.7,26,3,50,117.9,138.4,228.2
142,38.7047,218.07,196.07,14,2,15,131.8,147.1,233.3
142,38.7047,199.91,198.59,18,2,22,138.2,146.5,219.0
142,38.7047,46.33,217.95,21,11,116,103.5,147.9,156.4
142,38.7047,13.19,220.38,4,6,16,54.6,130.7,97.4
142,38.7047,18.85,219.95,7,6,20,60.3,133.7,109.4
142,38.7047,310.82,220.38,21,7,84,69.8,129.9,142.1
142,38.7047,1.44,221.62,5,5,16,35.9,133.4,63.6
142,38.7047,157.96,221.0,6,5,24,65.7,132.4,103.2
142,38.7047,170.06,221.81,5,4,16,36.4,128.4,85.1
142,38.7047,244.62,221.54,6,4,13,46.0,137.5,94.2
142,38.7047,255.8,222.07,6,3,15,32.9,135.9,75.1
142,38.7047,25.5,222.5,6,2,12,54.7,144.2,79.0
142,38.7047,279.56,228.12,17,4,43,73.8,126.7,65.0
143,38.7381,95.19,87.14,4,15,21,186.1,127.7,253.4
143,38.7381,23.5,86.5,4,2,8,175.0,116.5,246.0
143,38.7381,217.5,86.5,32,2,64,180.6,112.6,251.4
143,38.7381,265.5,86.5,4,2,8,175.0,116.0,247.0
143,38.7381,279.5,86.5,4,2,8,158.0,120.5,248.0
143,38.7381,36.5,128.5,6,2,12,171.3,113.7,253.7
143,38.7381,26.67,137.67,3,4,9,166.9,119.8,254.2
143,38.7381,45.5,136.5,4,2,8,173.9,112.4,255.0
143,38.7381,98.75,146.75,6,6,32,169.0,116.5,246.0
143,38.7381,124.5,144.5,6,2,12,176.3,114.0,252.3
143,38.7381,52.18,154.29,4,12,28,173.1,115.2,249.5
143,38.7381,317.5,161.5,4,4,16,105.0,139.8,238.5
143,38.7381,207.9,181.83,29,11,184,174.0,217.2,242.7
143,38.7381,224.21,183.0,4,8,19,115.6,139.0,239.3
143,38.7381,181.57,184.29,5,2,7,110.7,143.9,229.9
143,38.7381,180.11,190.16,12,4,19,134.9,135.3,239.7
143,38.7381,216.43,193.22,16,8,37,114.0,140.2,229.6
143,38.7381,199.0,192.75,18,2,24,109.8,144.4,234.1
143,38.7381,195.88,220.58,22,17,155,63.4,126.9,103.7
143,38.7381,180.5,216.4,6,2,10,155.4,180.3,214.6
143,38.7381,26.35,219.04,8,7,26,63.9,136.7,116.7
143,38.7381,92.13,218.07,5,4,15,84.1,130.0,159.9
143,38.7381,1.47,219.67,5,5,15,42.3,140.3,76.4
143,38.7381,11.16,220.62,11,5,37,32.0,130.7,59.9
143,38.7381,181.84,220.68,7,5,19,56.2,128.0,89.0
143,38.7381,42.0,221.29,3,4,7,43.1,136.4,78.1
143,38.7381,33.0,221.58,7,2,12,51.4,143.2,80.1
143,38.7381,64.61,227.43,14,6,44,167.0,121.3,79.6
143,38.7381,142.16,225.58,9,4,19,43.9,123.6,48.4
143,38.7381,293.24,228.08,21,4,51,72.1,123.1,65.7
144,38.7714,23.5,86.5,4,2,8,175.0,116.5,246.0
144,38.7714,217.5,86.5,32,2,64,180.6,112.6,251.4
144,38.7714,265.5,86.5,4,2,8,175.0,116.0,247.0
144,38.7714,279.5,86.5,4,2,8,158.0,120.5,248.0
144,38.7714,26.5,132.5,2,6,12,167.7,117.3,251.2
144,38.7714,47.04,134.81,5,8,27,174.4,115.8,248.3
144,38.7714,52.22,149.31,4,14,32,173.1,115.3,248.3
144,38.7714,131.5,150.5,4,2,8,175.0,114.5,246.0
144,38.7714,90.5,169.5,2,4,8,174.8,114.2,246.8
144,38.7714,88.5,181.5,2,12,24,170.2,115.8,248.3
144,38.7714,212.62,181.64,28,11,175,174.7,216.8,243.0
144,38.7714,228.0,180.88,4,4,8,115.2,141.2,237.5
144,38.7714,129.92,187.49,14,9,85,175.4,115.9,251.7
144,38.7714,185.57,184.29,5,2,7,113.3,144.6,231.0
144,38.7714,182.0,187.82,4,4,11,130.0,140.3,246.6
144,38.7714,220.67,193.15,17,8,39,112.1,136.6,224.2
144,38.7714,195.25,192.05,28,4,40,120.4,144.5,232.8
144,38.7714,236.33,194.56,7,2,9,139.9,140.9,231.3
144,38.7714,246.5,196.0,6,1,6,129.7,147.7,235.3
144,38.7714,255.22,196.44,5,2,9,128.0,145.2,230.1
144,38.7714,262.5,196.0,6,1,6,133.7,141.0,221.0
144,38.7714,201.76,198.52,16,2,29,150.0,147.7,208.4
144,38.7714,146.38,200.38,5,2,8,144.2,149.5,194.5
144,38.7714,30.0,218.81,8,7,21,61.0,134.3,113.0
144,38.7714,10.57,220.57,21,6,69,44.2,132.4,70.6
144,38.7714,46.0,220.1,3,5,10,47.6,138.5,89.8
144,38.7714,175.43,220.27,8,5,30,60.1,127.7,99.9
144,38.7714,36.5,221.5,6,2,12,52.8,144.1,80.6
144,38.7714,64.61,227.43,14,6,44,167.0,121.3,79.6
144,38.7714,298.18,228.06,21,4,49,73.0,124.0,65.6
145,38.8048,23.5,86.5,4,2,8,175.0,116.5,246.0
145,38.8048,217.5,86.5,32,2,64,180.6,112.6,251.4
145,38.8048,265.5,86.5,4,2,8,175.0,116.0,247.0
145,38.8048,279.5,86.5,4,2,8,158.0,120.5,248.0
145,38.8048,42.5,119.5,2,4,8,169.4,117.4,248.4
145,38.8048,25.17,126.17,4,10,24,170.2,115.2,253.4
145,38.8048,45.83,123.17,4,4,12,174.8,114.8,252.4
145,38.8048,52.5,137.5,2,4,8,175.8,118.8,245.8
145,38.8048,119.87,148.39,14,6,76,173.7,115.3,245.6
145,38.8048,137.5,152.5,4,2,8,175.0,114.5,246.0
145,38.8048,107.29,156.57,4,2,7,171.0,115.7,247.1
145,38.8048,142.5,161.5,2,4,8,171.0,115.0,255.0
145,38.8048,220.01,178.6,29,11,184,175.5,216.7,243.9
145,38.8048,90.48,182.74,2,14,27,172.3,115.7,247.4
145,38.8048,202.0,178.17,5,2,6,129.5,141.2,218.5
145,38.8048,195.5,180.5,4,2,8,122.1,141.1,231.1
145,38.8048,42.85,183.94,8,9,33,176.5,121.0,245.6
145,38.8048,235.47,185.67,4,8,15,108.4,138.5,228.3
145,38.8048,190.0,186.27,6,4,11,128.0,140.5,244.8
145,38.8048,202.0,188.75,6,2,8,124.1,143.9,232.4
145,38.8048,212.5,190.5,6,2,12,128.3,135.7,224.0
145,38.8048,228.57,190.92,21,4,37,110.2,140.3,224.5
145,38.8048,256.0,192.25,12,2,16,126.3,144.4,231.6
145,38.8048,126.2,194.9,9,2,10,157.0,147.5,208.2
145,38.8048,221.39,194.5,12,2,18,138.3,146.5,216.8
145,38.8048,279.77,194.64,16,3,22,132.6,149.1,217.8
145,38.8048,22.5,195.0,6,1,6,154.0,145.0,214.0
145,38.8048,79.5,195.0,32,1,32,151.3,145.9,207.2
145,38.8048,295.5,195.0,16,1,16,150.6,145.9,209.5
145,38.8048,201.44,196.24,26,2,34,147.0,149.9,204.8
145,38.8048,311.64,196.43,16,2,28,146.9,149.3,201.2
145,38.8048,148.88,198.12,7,2,8,131.9,149.9,195.9
145,38.8048,62.32,212.09,20,12,69,112.0,160.3,159.7
145,38.8048,68.13,216.13,5,7,23,69.6,137.3,115.3
145,38.8048,15.22,217.42,28,6,91,44.8,134.2,71.0
145,38.8048,38.17,216.0,8,6,24,62.2,136.8,110.5
145,38.8048,278.5,218.2,4,3,10,35.1,130.5,53.9
145,38.8048,45.0,218.5,7,2,14,52.7,145.3,79.4
145,38.8048,165.83,220.83,3,3,6,37.0,124.2,35.0
145,38.8048,307.22,226.63,23,10,97,68.5,116.8,54.8
145,38.8048,145.43,222.71,4,3,7,62.6,137.6,48.9
145,38.8048,65.72,227.07,22,6,89,153.4,124.1,100.4
146,38.8382,23.5,86.5,4,2,8,175.0,116.5,246.0
146,38.8382,217.5,86.5,32,2,64,180.6,112.6,251.4
146,38.8382,265.5,86.5,4,2,8,175.0,116.0,247.0
146,38.8382,279.5,86.5,4,2,8,158.0,120.5,248.0
146,38.8382,27.17,107.17,4,4,12,174.2,116.5,248.8
146,38.8382,46.0,112.0,4,6,16,173.0,114.5,251.5
146,38.8382,107.5,160.5,8,2,16,174.4,113.9,254.1
146,38.8382,42.48,171.0,8,6,33,176.7,121.0,246.1
146,38.8382,155.3,171.3,8,8,60,172.3,115.5,246.3
146,38.8382,232.96,175.27,28,11,181,174.4,216.2,243.5
146,38.8382,247.2,173.4,5,4,10,121.0,137.9,233.6
146,38.8382,205.17,178.33,4,2,6,126.8,143.2,239.8
146,38.8382,241.41,187.61,18,12,61,118.7,138.8,223.2
146,38.8382,200.57,183.9,12,5,30,161.0,125.7,246.3
146,38.8382,152.8,183.3,3,4,10,181.4,119.2,245.4
146,38.8382,88.5,185.5,2,4,8,165.8,120.2,247.8
146,38.8382,211.29,184.57,4,2,7,129.3,139.4,231.9
146,38.8382,224.76,186.52,15,2,29,116.7,141.1,229.6
146,38.8382,262.3,188.3,7,2,10,126.3,142.2,231.3
146,38.8382,283.71,190.43,4,2,7,127.1,145.4,229.4
146,38.8382,203.99,192.79,40,4,68,147.3,148.9,204.9
146,38.8382,306.73,192.49,26,2,49,146.2,148.0,205.6
146,38.8382,156.5,194.33,4,2,6,132.7,146.0,195.2
146,38.8382,67.77,210.03,18,10,60,91.3,146.2,149.0
146,38.8382,135.0,206.0,7,1,7,154.9,189.6,187.0
146,38.8382,1.5,208.5,4,2,6,160.7,216.2,198.2
146,38.8382,51.12,212.08,7,7,24,70.5,135.4,120.7
146,38.8382,80.08,212.92,4,6,12,52.7,138.2,114.0
146,38.8382,5.41,212.79,11,6,34,50.5,132.9,88.9
146,38.8382,27.5,213.33,4,6,12,59.9,141.8,92.8
146,38.8382,60.0,212.86,7,5,21,67.1,142.6,122.0
146,38.8382,15.31,214.56,5,5,16,52.9,133.8,71.1
146,38.8382,24.0,214.29,3,5,7,65.0,145.3,88.1
146,38.8382,35.92,214.38,9,5,37,34.8,131.8,61.9
146,38.8382,290.89,214.56,3,4,9,41.8,132.1,87.0
146,38.8382,318.0,215.5,3,2,6,52.0,138.8,63.0
146,38.8382,197.97,221.76,8,9,34,17.4,111.9,18.0
146,38.8382,64.92,222.96,22,12,129,134.2,131.8,102.3
146,38.8382,143.14,220.33,9,4,21,43.5,133.9,39.7
146,38.8382,205.46,222.66,11,8,41,11.7,105.0,9.0
146,38.8382,315.88,225.79,8,8,34,88.6,154.4,71.3
147,38.8715,23.5,86.5,4,2,8,175.0,116.5,246.0
147,38.8715,217.5,86.5,32,2,64,180.6,112.6,251.4
147,38.8715,265.5,86.5,4,2,8,175.0,116.0,247.0
147,38.8715,279.5,86.5,4,2,8,158.0,120.5,248.0
147,38.8715,26.71,105.41,7,4,17,173.2,115.2,247.9
147,38.8715,45.5,106.5,4,2,8,174.0,113.5,253.5
147,38.8715,109.17,160.67,4,2,6,183.0,114.0,247.3
147,38.8715,149.83,163.17,4,4,12,171.0,114.0,253.2
147,38.8715,236.75,174.37,31,11,187,173.5,217.0,244.3
147,38.8715,90.5,178.5,2,10,20,173.4,115.2,248.8
147,38.8715,251.96,179.3,4,12,23,111.0,140.1,236.8
147,38.8715,209.18,176.65,8,3,17,115.4,141.0,231.7
147,38.8715,84.25,180.25,6,6,32,169.2,116.8,245.5
147,38.8715,208.14,181.91,12,4,22,117.9,139.3,236.0
147,38.8715,220.14,184.86,6,2,7,116.9,146.0,232.6
147,38.8715,228.2,185.8,7,3,10,119.6,135.0,222.6
147,38.8715,241.09,186.35,11,3,23,110.9,141.5,230.0
147,38.8715,275.47,188.18,14,2,17,129.9,145.8,233.2
147,38.8715,52.46,190.66,23,2,35,150.4,146.0,208.0
147,38.8715,181.81,191.27,21,4,37,154.0,148.6,206.2
147,38.8715,222.7,190.6,35,4,67,149.9,147.3,211.4
147,38.8715,309.86,190.96,22,4,56,146.1,146.9,211.2
147,38.8715,13.56,192.18,32,2,39,145.7,149.5,207.1
147,38.8715,197.5,192.5,4,2,8,149.4,150.9,204.4
147,38.8715,1.5,206.33,5,4,12,174.5,208.8,197.6
147,38.8715,64.75,209.56,6,4,16,109.6,143.7,165.9
